rank,delta_rank,country_code,player_name,player_id,points,tournaments_played,region,country,date,draw,year,month,year_month,points_lag_1,rank_lag_1,points_lag_3,rank_lag_3,points_lag_6,rank_lag_6,points_lag_12,rank_lag_12,points_roll_mean_3,points_roll_std_3,points_roll_max_3,points_roll_mean_6,points_roll_std_6,points_roll_max_6,points_roll_mean_12,points_roll_std_12,points_roll_max_12,points_delta_1m,points_delta_3m,points_pct_change_3m,in_top10,top10_streak,points_vs_field_mean,points_vs_field_max,month_sin,month_cos
40,1.0,JPN,Kaoru Sugiyama,80532,36030,11.0,Asia,JAPAN,2024-11-26,WS,2024,11,2024-11,36030.0,39.0,36030.0,38.0,30530.0,53.0,25870.0,70.0,36030.0,0.0,36030.0,35113.333333333336,2245.365597551248,36030.0,32786.666666666664,3410.047542546021,36030.0,0.0,0.0,0.0,0,0,0.8414651635371468,0.3346429267989761,-0.5000000000000004,0.8660254037844384
34,0.0,TPE,Chiu Pin-Chian,80862,42510,19.0,Asia,CHINESE TAIPEI,2024-11-26,WS,2024,11,2024-11,42510.0,34.0,40360.0,35.0,39990.0,34.0,31430.0,45.0,41793.333333333336,1241.3030787576972,42510.0,41015.0,1166.8547467444232,42510.0,38589.166666666664,3550.911428027619,42510.0,0.0,2150.0,0.0532705649157581,0,0,0.9928027782948684,0.39482849897930816,-0.5000000000000004,0.8660254037844384
11,3.0,JPN,Tomoka Miyazaki,82070,62637,19.0,Asia,JAPAN,2024-11-26,WS,2024,11,2024-11,59257.0,14.0,60307.0,13.0,61487.0,13.0,44347.0,27.0,59607.0,606.2177826490979,60307.0,60350.333333333336,997.851024285031,61487.0,56076.166666666664,6526.7874017680815,61487.0,3380.0,2330.0,0.03863564760309757,0,0,1.4628602122807735,0.5817660007190526,-0.5000000000000004,0.8660254037844384
6,2.0,INA,Gregoria Mariska Tunjung,83802,76762,19.0,Asia,INDONESIA,2024-11-26,WS,2024,11,2024-11,76762.0,8.0,78162.0,8.0,76882.0,8.0,77062.0,8.0,77695.33333333333,808.2903768654646,78162.0,77715.33333333333,693.0127463953078,78162.0,77334.5,639.1631602762116,78162.0,0.0,-1400.0,-0.017911517105498875,1,58,1.7927435160543563,0.7129575450164586,-0.5000000000000004,0.8660254037844384
13,0.0,SGP,Yeo Jia Min,83822,60550,17.0,Asia,SINGAPORE,2024-11-26,WS,2024,11,2024-11,59300.0,13.0,59540.0,16.0,58290.0,17.0,54970.0,18.0,59460.0,138.5640646055415,59540.0,59291.666666666664,500.0166663887395,59540.0,57860.833333333336,1877.151896470868,59540.0,1250.0,1010.0,0.01696338595901925,0,0,1.4141192243179084,0.5623821598023314,-0.5000000000000004,0.8660254037844384
14,2.0,THA,Pornpawee Chochuwong,84062,60304,21.0,Asia,THAILAND,2024-11-26,WS,2024,11,2024-11,58104.0,16.0,55534.0,17.0,58784.0,16.0,56184.0,17.0,56390.666666666664,1483.7901918173418,58104.0,57220.666666666664,1533.8404958360773,58784.0,58052.333333333336,2067.131668117294,60884.0,2200.0,4770.0,0.08589332661072491,0,0,1.4083740000539577,0.5600973371547447,-0.5000000000000004,0.8660254037844384
35,0.0,INA,Ester Nurumi Tri Wardoyo,85048,42180,15.0,Asia,INDONESIA,2024-11-26,WS,2024,11,2024-11,42180.0,35.0,44080.0,29.0,44080.0,31.0,44080.0,28.0,42813.333333333336,1096.965511460288,44080.0,43446.666666666664,981.1557810391262,44080.0,43763.333333333336,739.5739969537882,44080.0,0.0,-1900.0,-0.0431034482758621,0,0,0.9850957701359104,0.3917634929886431,-0.5000000000000004,0.8660254037844384
75,0.0,INA,Ruzana Ruzana,86034,23954,13.0,Asia,INDONESIA,2024-11-26,WS,2024,11,2024-11,23954.0,75.0,23954.0,76.0,23364.0,79.0,20434.0,94.0,23954.0,0.0,23954.0,23582.333333333332,415.71224021751783,23954.0,22809.0,1316.8730179689117,23954.0,0.0,0.0,0.0,0,0,0.5594353740596396,0.22248228333451772,-0.5000000000000004,0.8660254037844384
47,0.0,HKG,Lo Sin Yan Happy,86261,33035,16.0,Asia,HONG KONG CHINA,2024-11-26,WS,2024,11,2024-11,33035.0,47.0,31655.0,51.0,33285.0,46.0,32645.0,41.0,32115.0,796.7433714816822,33035.0,32156.666666666668,781.1892643057953,33285.0,32525.833333333332,684.5762901018609,33285.0,0.0,1380.0,0.04359500868741106,0,0,0.7715182258520579,0.3068256754594553,-0.5000000000000004,0.8660254037844384
71,1.0,IND,Tasnim Mir,86604,25300,18.0,Asia,INDIA,2024-11-26,WS,2024,11,2024-11,25300.0,70.0,25300.0,68.0,27330.0,62.0,25950.0,69.0,25300.0,0.0,25300.0,26403.333333333332,1224.0370364767018,27860.0,26406.666666666668,954.9234460828862,27860.0,0.0,0.0,0.0,0,0,0.5908706255201169,0.2349837926176546,-0.5000000000000004,0.8660254037844384
